Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
NPL,1994-01-01,1994-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,15.700000,I
NPL,1995-01-01,1995-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,15.900000,I
NPL,1996-01-01,1996-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,14.190000,I
NPL,1997-01-01,1997-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,17.590000,I
NPL,1998-01-01,1998-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,19.260000,I
NPL,1999-01-01,1999-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,21.280000,I
NPL,2000-01-01,2000-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,18.920000,I
NPL,2001-01-01,2001-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,23.410000,I
NPL,2002-01-01,2002-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,27.460000,I
NPL,2003-01-01,2003-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,27.760000,I
NPL,2004-01-01,2004-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.070000,I
NPL,2005-01-01,2005-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,31.670000,I
NPL,2006-01-01,2006-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,33.230000,I
NPL,2007-01-01,2007-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,35.890000,I
NPL,2008-01-01,2008-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,40.350000,I
NPL,2009-01-01,2009-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,41.530000,I
NPL,2010-01-01,2010-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,53.500000,I
NPL,2011-01-01,2011-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,80.550000,I
NPL,2012-01-01,2012-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,95.090000,I
NPL,2013-01-01,2013-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,95.090000,I
NPL,2014-01-01,2014-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,95.660000,I
NPL,2015-01-01,2015-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,96.230000,I
NPL,2016-01-01,2016-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,108.110000,I
NPL,2017-01-01,2017-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,116.540000,I
NPL,2018-01-01,2018-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,124.880000,I
NPL,2019-01-01,2019-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,138.920000,I
NPL,2020-01-01,2020-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,144.340000,I
NPL,2021-01-01,2021-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,198.760000,I
NPL,2022-01-01,2022-12-31,149,'524,Nepal,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,160.240000,I
NPL,1997-01-01,1997-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,30626.000000,A
NPL,1998-01-01,1998-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,27333.000000,A
NPL,1999-01-01,1999-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,28623.000000,A
NPL,2000-01-01,2000-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,38950.000000,A
NPL,2001-01-01,2001-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,29980.000000,A
NPL,2002-01-01,2002-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,50000.000000,A
NPL,2003-01-01,2003-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,28400.000000,A
NPL,2004-01-01,2004-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,28541.000000,A
NPL,2005-01-01,2005-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,56751.000000,A
NPL,2006-01-01,2006-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,49334.000000,A
NPL,2007-01-01,2007-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,38064.000000,A
NPL,2008-01-01,2008-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,19823.300000,A
NPL,2009-01-01,2009-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,34001.300000,A
NPL,2010-01-01,2010-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,46241.800000,A
NPL,2011-01-01,2011-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,43500.000000,A
NPL,2012-01-01,2012-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,41600.000000,A
NPL,2013-01-01,2013-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,43780.000000,A
NPL,2014-01-01,2014-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,44305.400000,A
NPL,2015-01-01,2015-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,44837.000000,A
NPL,2016-01-01,2016-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,43654.600000,A
NPL,2017-01-01,2017-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,42781.500000,A
NPL,2018-01-01,2018-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,42140.000000,A
NPL,2019-01-01,2019-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,51680.000000,A
NPL,2020-01-01,2020-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,69150.000000,A
NPL,2021-01-01,2021-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,71420.000000,A
NPL,2022-01-01,2022-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5530,Producer Price (LCU/tonne),2022,2022,7021,Annual value,LCU,72550.000000,A
NPL,1997-01-01,1997-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,30626.000000,A
NPL,1998-01-01,1998-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,27333.000000,A
NPL,1999-01-01,1999-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,28623.000000,A
NPL,2000-01-01,2000-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,38950.000000,A
NPL,2001-01-01,2001-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,29980.000000,A
NPL,2002-01-01,2002-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,50000.000000,A
NPL,2003-01-01,2003-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,28400.000000,A
NPL,2004-01-01,2004-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,28541.000000,A
NPL,2005-01-01,2005-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,56751.000000,A
NPL,2006-01-01,2006-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,49334.000000,A
NPL,2007-01-01,2007-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,38064.000000,A
NPL,2008-01-01,2008-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,19823.300000,A
NPL,2009-01-01,2009-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,34001.300000,A
NPL,2010-01-01,2010-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,46241.800000,A
NPL,2011-01-01,2011-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,43500.000000,A
NPL,2012-01-01,2012-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,41600.000000,A
NPL,2013-01-01,2013-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,43780.000000,A
NPL,2014-01-01,2014-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,44305.400000,A
NPL,2015-01-01,2015-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,44837.000000,A
NPL,2016-01-01,2016-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,43654.600000,A
NPL,2017-01-01,2017-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,42781.500000,A
NPL,2018-01-01,2018-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,42140.000000,A
NPL,2019-01-01,2019-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,51680.000000,A
NPL,2020-01-01,2020-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,69150.000000,A
NPL,2021-01-01,2021-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,71420.000000,A
NPL,2022-01-01,2022-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5531,Producer Price (SLC/tonne),2022,2022,7021,Annual value,SLC,72550.000000,A
NPL,1997-01-01,1997-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,527.900000,A
NPL,1998-01-01,1998-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,414.300000,A
NPL,1999-01-01,1999-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,419.400000,A
NPL,2000-01-01,2000-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,547.900000,A
NPL,2001-01-01,2001-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,400.000000,A
NPL,2002-01-01,2002-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,642.000000,A
NPL,2003-01-01,2003-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,373.000000,A
NPL,2004-01-01,2004-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,387.400000,A
NPL,2005-01-01,2005-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,795.200000,A
NPL,2006-01-01,2006-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,678.100000,A
NPL,2007-01-01,2007-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,573.100000,A
NPL,2008-01-01,2008-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,284.200000,A
NPL,2009-01-01,2009-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,438.300000,A
NPL,2010-01-01,2010-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,631.200000,A
NPL,2011-01-01,2011-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,587.700000,A
NPL,2012-01-01,2012-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,488.100000,A
NPL,2013-01-01,2013-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,470.300000,A
NPL,2014-01-01,2014-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,454.200000,A
NPL,2015-01-01,2015-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,437.800000,A
NPL,2016-01-01,2016-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,406.500000,A
NPL,2017-01-01,2017-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,409.300000,A
NPL,2018-01-01,2018-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,386.900000,A
NPL,2019-01-01,2019-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,458.900000,A
NPL,2020-01-01,2020-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,584.300000,A
NPL,2021-01-01,2021-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2021,2021,7021,Annual value,USD,604.600000,A
NPL,2022-01-01,2022-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5532,Producer Price (USD/tonne),2022,2022,7021,Annual value,USD,579.500000,A
NPL,1991-01-01,1991-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,36.090000,I
NPL,1992-01-01,1992-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,38.340000,I
NPL,1993-01-01,1993-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,44.980000,I
NPL,1994-01-01,1994-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,45.410000,I
NPL,1995-01-01,1995-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,46.190000,I
NPL,1996-01-01,1996-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,54.520000,I
NPL,1997-01-01,1997-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,69.190000,I
NPL,1998-01-01,1998-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,61.750000,I
NPL,1999-01-01,1999-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,64.660000,I
NPL,2000-01-01,2000-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,87.990000,I
NPL,2001-01-01,2001-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,67.730000,I
NPL,2002-01-01,2002-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,112.950000,I
NPL,2003-01-01,2003-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,64.160000,I
NPL,2004-01-01,2004-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,64.480000,I
NPL,2005-01-01,2005-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,128.210000,I
NPL,2006-01-01,2006-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,111.450000,I
NPL,2007-01-01,2007-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,85.990000,I
NPL,2008-01-01,2008-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,44.780000,I
NPL,2009-01-01,2009-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,76.810000,I
NPL,2010-01-01,2010-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,104.460000,I
NPL,2011-01-01,2011-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,98.270000,I
NPL,2012-01-01,2012-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,93.980000,I
NPL,2013-01-01,2013-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,98.900000,I
NPL,2014-01-01,2014-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,100.090000,I
NPL,2015-01-01,2015-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,101.290000,I
NPL,2016-01-01,2016-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,98.620000,I
NPL,2017-01-01,2017-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,96.650000,I
NPL,2018-01-01,2018-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,95.200000,I
NPL,2019-01-01,2019-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,116.750000,I
NPL,2020-01-01,2020-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,156.220000,I
NPL,2021-01-01,2021-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,161.340000,I
NPL,2022-01-01,2022-12-31,149,'524,Nepal,720,'01657,"Ginger, raw",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,163.900000,I
NPL,2001-01-01,2001-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,36030.000000,A
NPL,2002-01-01,2002-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,36770.000000,A
NPL,2003-01-01,2003-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,32720.000000,A
NPL,2004-01-01,2004-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,34030.000000,A
NPL,2005-01-01,2005-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,33700.000000,A
NPL,2006-01-01,2006-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,33643.000000,A
NPL,2007-01-01,2007-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,41381.000000,A
NPL,2008-01-01,2008-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,40350.700000,A
NPL,2009-01-01,2009-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,69210.100000,A
NPL,2010-01-01,2010-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,77125.800000,A
NPL,2011-01-01,2011-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,84263.100000,A
NPL,2012-01-01,2012-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,73900.000000,A
NPL,2013-01-01,2013-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,73900.000000,A
NPL,2014-01-01,2014-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,74786.800000,A
NPL,2015-01-01,2015-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,75684.200000,A
NPL,2016-01-01,2016-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,73688.300000,A
NPL,2017-01-01,2017-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,72214.500000,A
NPL,2018-01-01,2018-12-31,149,'524,Nepal,406,'01252,Green garlic,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,98370.000000,A
