Item,Element,year Code,year,Unit,value
barley,Producer Ppaddy (SLC/tonne),2018,2018,SLC,33060
tea,Producer Ppaddy (LCU/tonne),2012,2012,LCU,33500
tea,Producer Ppaddy (SLC/tonne),2012,2012,SLC,33500
millet,Producer Ppaddy (LCU/tonne),2018,2018,LCU,34030
millet,Producer Ppaddy (SLC/tonne),2018,2018,SLC,34030
chickpeas,Producer Ppaddy (LCU/tonne),2001,2001,LCU,34034
chickpeas,Producer Ppaddy (SLC/tonne),2001,2001,SLC,34034
chickpeas,Producer Ppaddy (LCU/tonne),2002,2002,LCU,34476
chickpeas,Producer Ppaddy (SLC/tonne),2002,2002,SLC,34476
tea,Producer Ppaddy (LCU/tonne),2013,2013,LCU,34500
tea,Producer Ppaddy (SLC/tonne),2013,2013,SLC,34500
maize,Producer Ppaddy (LCU/tonne),2022,2022,LCU,34660
maize,Producer Ppaddy (SLC/tonne),2022,2022,SLC,34660
chickpeas,Producer Ppaddy (LCU/tonne),2003,2003,LCU,34791
chickpeas,Producer Ppaddy (SLC/tonne),2003,2003,SLC,34791
wheat,Producer Ppaddy (LCU/tonne),2020,2020,LCU,34930
wheat,Producer Ppaddy (SLC/tonne),2020,2020,SLC,34930
maize,Producer Ppaddy (LCU/tonne),2021,2021,LCU,34940
maize,Producer Ppaddy (SLC/tonne),2021,2021,SLC,34940
potato,Producer Ppaddy (LCU/tonne),2022,2022,LCU,35000
potato,Producer Ppaddy (SLC/tonne),2022,2022,SLC,35000
paddy,Producer Ppaddy (LCU/tonne),2021,2021,LCU,35060
paddy,Producer Ppaddy (SLC/tonne),2021,2021,SLC,35060
millet,Producer Ppaddy (LCU/tonne),2019,2019,LCU,35180
millet,Producer Ppaddy (SLC/tonne),2019,2019,SLC,35180
barley,Producer Ppaddy (LCU/tonne),2020,2020,LCU,35600
barley,Producer Ppaddy (SLC/tonne),2020,2020,SLC,35600
paddy,Producer Ppaddy (LCU/tonne),2022,2022,LCU,35910
paddy,Producer Ppaddy (SLC/tonne),2022,2022,SLC,35910
potato,Producer Ppaddy (LCU/tonne),2021,2021,LCU,36360
potato,Producer Ppaddy (SLC/tonne),2021,2021,SLC,36360
wheat,Producer Ppaddy (LCU/tonne),2021,2021,LCU,36370
wheat,Producer Ppaddy (SLC/tonne),2021,2021,SLC,36370
millet,Producer Ppaddy (LCU/tonne),2020,2020,LCU,36570
millet,Producer Ppaddy (SLC/tonne),2020,2020,SLC,36570
chickpeas,Producer Ppaddy (LCU/tonne),2004,2004,LCU,36584
chickpeas,Producer Ppaddy (SLC/tonne),2004,2004,SLC,36584
wheat,Producer Ppaddy (LCU/tonne),2022,2022,LCU,36740
wheat,Producer Ppaddy (SLC/tonne),2022,2022,SLC,36740
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2014,2014,LCU,36800
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2014,2014,SLC,36800
lentil,Producer Ppaddy (LCU/tonne),2002,2002,LCU,37000
lentil,Producer Ppaddy (SLC/tonne),2002,2002,SLC,37000
chickpeas,Producer Ppaddy (LCU/tonne),2005,2005,LCU,38029
chickpeas,Producer Ppaddy (SLC/tonne),2005,2005,SLC,38029
tea,Producer Ppaddy (LCU/tonne),2014,2014,LCU,39916.5
tea,Producer Ppaddy (SLC/tonne),2014,2014,SLC,39916.5
chickpeas,Producer Ppaddy (LCU/tonne),2006,2006,LCU,40792
chickpeas,Producer Ppaddy (SLC/tonne),2006,2006,SLC,40792
cotton,Producer Ppaddy (LCU/tonne),2001,2001,LCU,41179
cotton,Producer Ppaddy (SLC/tonne),2001,2001,SLC,41179
barley,Producer Ppaddy (LCU/tonne),2022,2022,LCU,41336
barley,Producer Ppaddy (SLC/tonne),2022,2022,SLC,41336
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2015,2015,LCU,42320
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2015,2015,SLC,42320
lentil,Producer Ppaddy (LCU/tonne),2004,2004,LCU,43040
lentil,Producer Ppaddy (SLC/tonne),2004,2004,SLC,43040
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2016,2016,LCU,43964.7
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2016,2016,SLC,43964.7
millet,Producer Ppaddy (LCU/tonne),2022,2022,LCU,44130
millet,Producer Ppaddy (SLC/tonne),2022,2022,SLC,44130
tea,Producer Ppaddy (LCU/tonne),2018,2018,LCU,44330
tea,Producer Ppaddy (SLC/tonne),2018,2018,SLC,44330
lentil,Producer Ppaddy (LCU/tonne),2005,2005,LCU,44745
lentil,Producer Ppaddy (SLC/tonne),2005,2005,SLC,44745
cotton,Producer Ppaddy (LCU/tonne),2004,2004,LCU,45358
cotton,Producer Ppaddy (SLC/tonne),2004,2004,SLC,45358
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2017,2017,LCU,45470.4
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2017,2017,SLC,45470.4
tea,Producer Ppaddy (LCU/tonne),2015,2015,LCU,46183.4
tea,Producer Ppaddy (SLC/tonne),2015,2015,SLC,46183.4
millet,Producer Ppaddy (LCU/tonne),2021,2021,LCU,47880
millet,Producer Ppaddy (SLC/tonne),2021,2021,SLC,47880
tea,Producer Ppaddy (LCU/tonne),2016,2016,LCU,47978.2
tea,Producer Ppaddy (SLC/tonne),2016,2016,SLC,47978.2
lentil,Producer Ppaddy (LCU/tonne),2006,2006,LCU,47993
lentil,Producer Ppaddy (SLC/tonne),2006,2006,SLC,47993
cotton,Producer Ppaddy (LCU/tonne),2010,2010,LCU,48327.3
cotton,Producer Ppaddy (SLC/tonne),2010,2010,SLC,48327.3
chickpeas,Producer Ppaddy (LCU/tonne),2007,2007,LCU,48950
chickpeas,Producer Ppaddy (SLC/tonne),2007,2007,SLC,48950
cotton,Producer Ppaddy (LCU/tonne),2003,2003,LCU,49573
cotton,Producer Ppaddy (SLC/tonne),2003,2003,SLC,49573
tea,Producer Ppaddy (LCU/tonne),2017,2017,LCU,49609.4
tea,Producer Ppaddy (SLC/tonne),2017,2017,SLC,49609.4
cotton,Producer Ppaddy (LCU/tonne),2011,2011,LCU,50000
cotton,Producer Ppaddy (LCU/tonne),2012,2012,LCU,50000
cotton,Producer Ppaddy (SLC/tonne),2011,2011,SLC,50000
cotton,Producer Ppaddy (SLC/tonne),2012,2012,SLC,50000
tea,Producer Ppaddy (LCU/tonne),2019,2019,LCU,51130
tea,Producer Ppaddy (SLC/tonne),2019,2019,SLC,51130
lentil,Producer Ppaddy (LCU/tonne),2007,2007,LCU,52278
lentil,Producer Ppaddy (SLC/tonne),2007,2007,SLC,52278
cotton,Producer Ppaddy (LCU/tonne),2002,2002,LCU,52547
cotton,Producer Ppaddy (SLC/tonne),2002,2002,SLC,52547
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2018,2018,LCU,53790
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2018,2018,SLC,53790
cotton,Producer Ppaddy (LCU/tonne),2005,2005,LCU,55445
cotton,Producer Ppaddy (SLC/tonne),2005,2005,SLC,55445
chickpeas,Producer Ppaddy (LCU/tonne),2008,2008,LCU,55478.4
chickpeas,Producer Ppaddy (SLC/tonne),2008,2008,SLC,55478.4
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2020,2020,LCU,56460
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2020,2020,SLC,56460
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2019,2019,LCU,59090
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2019,2019,SLC,59090
cotton,Producer Ppaddy (LCU/tonne),2006,2006,LCU,60000
cotton,Producer Ppaddy (SLC/tonne),2006,2006,SLC,60000
tea,Producer Ppaddy (LCU/tonne),2020,2020,LCU,60130
tea,Producer Ppaddy (SLC/tonne),2020,2020,SLC,60130
cotton,Producer Ppaddy (LCU/tonne),2013,2013,LCU,62000
cotton,Producer Ppaddy (SLC/tonne),2013,2013,SLC,62000
lentil,Producer Ppaddy (LCU/tonne),2008,2008,LCU,68002.4
lentil,Producer Ppaddy (SLC/tonne),2008,2008,SLC,68002.4
cotton,Producer Ppaddy (LCU/tonne),2007,2007,LCU,68400
cotton,Producer Ppaddy (SLC/tonne),2007,2007,SLC,68400
cotton,Producer Ppaddy (LCU/tonne),2008,2008,LCU,70924.5
cotton,Producer Ppaddy (SLC/tonne),2008,2008,SLC,70924.5
cotton,Producer Ppaddy (LCU/tonne),2014,2014,LCU,71300
cotton,Producer Ppaddy (SLC/tonne),2014,2014,SLC,71300
chickpeas,Producer Ppaddy (LCU/tonne),2011,2011,LCU,73250
chickpeas,Producer Ppaddy (SLC/tonne),2011,2011,SLC,73250
lentil,Producer Ppaddy (LCU/tonne),2011,2011,LCU,73250
lentil,Producer Ppaddy (SLC/tonne),2011,2011,SLC,73250
tea,Producer Ppaddy (LCU/tonne),2022,2022,LCU,73330
tea,Producer Ppaddy (SLC/tonne),2022,2022,SLC,73330
chickpeas,Producer Ppaddy (LCU/tonne),2013,2013,LCU,77000
chickpeas,Producer Ppaddy (SLC/tonne),2013,2013,SLC,77000
lentil,Producer Ppaddy (LCU/tonne),2013,2013,LCU,77000
lentil,Producer Ppaddy (SLC/tonne),2013,2013,SLC,77000
chickpeas,Producer Ppaddy (LCU/tonne),2012,2012,LCU,77000.4
chickpeas,Producer Ppaddy (SLC/tonne),2012,2012,SLC,77000.4
lentil,Producer Ppaddy (LCU/tonne),2012,2012,LCU,77000.4
lentil,Producer Ppaddy (SLC/tonne),2012,2012,SLC,77000.4
chickpeas,Producer Ppaddy (LCU/tonne),2014,2014,LCU,77924
chickpeas,Producer Ppaddy (SLC/tonne),2014,2014,SLC,77924
lentil,Producer Ppaddy (LCU/tonne),2014,2014,LCU,77924
lentil,Producer Ppaddy (SLC/tonne),2014,2014,SLC,77924
chickpeas,Producer Ppaddy (LCU/tonne),2015,2015,LCU,78859
chickpeas,Producer Ppaddy (SLC/tonne),2015,2015,SLC,78859
lentil,Producer Ppaddy (LCU/tonne),2015,2015,LCU,78859
lentil,Producer Ppaddy (SLC/tonne),2015,2015,SLC,78859
lentil,Producer Ppaddy (LCU/tonne),2019,2019,LCU,80710
lentil,Producer Ppaddy (SLC/tonne),2019,2019,SLC,80710
lentil,Producer Ppaddy (LCU/tonne),2020,2020,LCU,81240
lentil,Producer Ppaddy (SLC/tonne),2020,2020,SLC,81240
cotton,Producer Ppaddy (LCU/tonne),2015,2015,LCU,81995
cotton,Producer Ppaddy (SLC/tonne),2015,2015,SLC,81995
lentil,Producer Ppaddy (LCU/tonne),2018,2018,LCU,82590
lentil,Producer Ppaddy (SLC/tonne),2018,2018,SLC,82590
chickpeas,Producer Ppaddy (LCU/tonne),2009,2009,LCU,83088.9
chickpeas,Producer Ppaddy (LCU/tonne),2010,2010,LCU,83088.9
chickpeas,Producer Ppaddy (SLC/tonne),2009,2009,SLC,83088.9
chickpeas,Producer Ppaddy (SLC/tonne),2010,2010,SLC,83088.9
cotton,Producer Ppaddy (LCU/tonne),2009,2009,LCU,83404
cotton,Producer Ppaddy (SLC/tonne),2009,2009,SLC,83404
lentil,Producer Ppaddy (LCU/tonne),2021,2021,LCU,84240
lentil,Producer Ppaddy (SLC/tonne),2021,2021,SLC,84240
coffee,Producer Ppaddy (LCU/tonne),2001,2001,LCU,85000
coffee,Producer Ppaddy (SLC/tonne),2001,2001,SLC,85000
cotton,Producer Ppaddy (LCU/tonne),2016,2016,LCU,85181.5
cotton,Producer Ppaddy (SLC/tonne),2016,2016,SLC,85181.5
tea,Producer Ppaddy (LCU/tonne),2021,2021,LCU,87630
tea,Producer Ppaddy (SLC/tonne),2021,2021,SLC,87630
cotton,Producer Ppaddy (LCU/tonne),2017,2017,LCU,88099
cotton,Producer Ppaddy (SLC/tonne),2017,2017,SLC,88099
coffee,Producer Ppaddy (LCU/tonne),2002,2002,LCU,90000
coffee,Producer Ppaddy (LCU/tonne),2003,2003,LCU,90000
coffee,Producer Ppaddy (SLC/tonne),2002,2002,SLC,90000
coffee,Producer Ppaddy (SLC/tonne),2003,2003,SLC,90000
lentil,Producer Ppaddy (LCU/tonne),2022,2022,LCU,91090
lentil,Producer Ppaddy (SLC/tonne),2022,2022,SLC,91090
chickpeas,Producer Ppaddy (LCU/tonne),2016,2016,LCU,93154.9
chickpeas,Producer Ppaddy (SLC/tonne),2016,2016,SLC,93154.9
lentil,Producer Ppaddy (LCU/tonne),2016,2016,LCU,93154.9
lentil,Producer Ppaddy (SLC/tonne),2016,2016,SLC,93154.9
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2022,2022,LCU,93470
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2022,2022,SLC,93470
"jute, raw or retted",Producer Ppaddy (LCU/tonne),2021,2021,LCU,94380
"jute, raw or retted",Producer Ppaddy (SLC/tonne),2021,2021,SLC,94380
coffee,Producer Ppaddy (LCU/tonne),2004,2004,LCU,95000
coffee,Producer Ppaddy (SLC/tonne),2004,2004,SLC,95000
chickpeas,Producer Ppaddy (LCU/tonne),2017,2017,LCU,96345.5
chickpeas,Producer Ppaddy (SLC/tonne),2017,2017,SLC,96345.5
lentil,Producer Ppaddy (LCU/tonne),2017,2017,LCU,96345.5
lentil,Producer Ppaddy (SLC/tonne),2017,2017,SLC,96345.5
coffee,Producer Ppaddy (LCU/tonne),2005,2005,LCU,97680
coffee,Producer Ppaddy (SLC/tonne),2005,2005,SLC,97680
coffee,Producer Ppaddy (LCU/tonne),2006,2006,LCU,100430
coffee,Producer Ppaddy (SLC/tonne),2006,2006,SLC,100430
lentil,Producer Ppaddy (LCU/tonne),2009,2009,LCU,101845.8
lentil,Producer Ppaddy (LCU/tonne),2010,2010,LCU,101845.8
lentil,Producer Ppaddy (SLC/tonne),2009,2009,SLC,101845.8
lentil,Producer Ppaddy (SLC/tonne),2010,2010,SLC,101845.8
coffee,Producer Ppaddy (LCU/tonne),2007,2007,LCU,106456
coffee,Producer Ppaddy (SLC/tonne),2007,2007,SLC,106456
coffee,Producer Ppaddy (LCU/tonne),2009,2009,LCU,108000
coffee,Producer Ppaddy (LCU/tonne),2010,2010,LCU,108000
coffee,Producer Ppaddy (LCU/tonne),2011,2011,LCU,108000
coffee,Producer Ppaddy (SLC/tonne),2009,2009,SLC,108000
coffee,Producer Ppaddy (SLC/tonne),2010,2010,SLC,108000
coffee,Producer Ppaddy (SLC/tonne),2011,2011,SLC,108000
coffee,Producer Ppaddy (LCU/tonne),2008,2008,LCU,108159.1
coffee,Producer Ppaddy (SLC/tonne),2008,2008,SLC,108159.1
coffee,Producer Ppaddy (LCU/tonne),2012,2012,LCU,112361.3
coffee,Producer Ppaddy (SLC/tonne),2012,2012,SLC,112361.3
coffee,Producer Ppaddy (LCU/tonne),2013,2013,LCU,113936.1
coffee,Producer Ppaddy (SLC/tonne),2013,2013,SLC,113936.1
coffee,Producer Ppaddy (LCU/tonne),2014,2014,LCU,131824.1
coffee,Producer Ppaddy (SLC/tonne),2014,2014,SLC,131824.1
coffee,Producer Ppaddy (LCU/tonne),2015,2015,LCU,152520.5
coffee,Producer Ppaddy (SLC/tonne),2015,2015,SLC,152520.5
coffee,Producer Ppaddy (LCU/tonne),2016,2016,LCU,158447.8
coffee,Producer Ppaddy (SLC/tonne),2016,2016,SLC,158447.8
coffee,Producer Ppaddy (LCU/tonne),2017,2017,LCU,163835
coffee,Producer Ppaddy (SLC/tonne),2017,2017,SLC,163835
pigeon-peas,Producer Price (LCU/tonne),1992,1992,LCU,10160
pigeon-peas,Producer Price (LCU/tonne),1996,1996,LCU,40630
pigeon-peas,Producer Price (LCU/tonne),1997,1997,LCU,15000
pigeon-peas,Producer Price (LCU/tonne),1998,1998,LCU,20000
pigeon-peas,Producer Price (LCU/tonne),1999,1999,LCU,20000
pigeon-peas,Producer Price (LCU/tonne),2000,2000,LCU,21000
pigeon-peas,Producer Price (LCU/tonne),2001,2001,LCU,22000
pigeon-peas,Producer Price (LCU/tonne),2002,2002,LCU,37000
pigeon-peas,Producer Price (LCU/tonne),2003,2003,LCU,30300
pigeon-peas,Producer Price (LCU/tonne),2004,2004,LCU,52462
pigeon-peas,Producer Price (LCU/tonne),2005,2005,LCU,55178
pigeon-peas,Producer Price (LCU/tonne),2006,2006,LCU,56864
pigeon-peas,Producer Price (LCU/tonne),2007,2007,LCU,63206
pigeon-peas,Producer Price (LCU/tonne),2008,2008,LCU,81602.9
pigeon-peas,Producer Price (LCU/tonne),2009,2009,LCU,122215
pigeon-peas,Producer Price (LCU/tonne),2010,2010,LCU,122210
pigeon-peas,Producer Price (LCU/tonne),2011,2011,LCU,80000
pigeon-peas,Producer Price (LCU/tonne),2012,2012,LCU,88000.5
pigeon-peas,Producer Price (LCU/tonne),2013,2013,LCU,76000
pigeon-peas,Producer Price (LCU/tonne),2014,2014,LCU,76912
pigeon-peas,Producer Price (LCU/tonne),2015,2015,LCU,77835
pigeon-peas,Producer Price (LCU/tonne),2016,2016,LCU,91945.1
pigeon-peas,Producer Price (LCU/tonne),2017,2017,LCU,95094.3
pigeon-peas,Producer Price (SLC/tonne),1992,1992,SLC,10160
pigeon-peas,Producer Price (SLC/tonne),1996,1996,SLC,40630
pigeon-peas,Producer Price (SLC/tonne),1997,1997,SLC,15000
pigeon-peas,Producer Price (SLC/tonne),1998,1998,SLC,20000
pigeon-peas,Producer Price (SLC/tonne),1999,1999,SLC,20000
pigeon-peas,Producer Price (SLC/tonne),2000,2000,SLC,21000
pigeon-peas,Producer Price (SLC/tonne),2001,2001,SLC,22000
pigeon-peas,Producer Price (SLC/tonne),2002,2002,SLC,37000
pigeon-peas,Producer Price (SLC/tonne),2003,2003,SLC,30300
pigeon-peas,Producer Price (SLC/tonne),2004,2004,SLC,52462
pigeon-peas,Producer Price (SLC/tonne),2005,2005,SLC,55178
pigeon-peas,Producer Price (SLC/tonne),2006,2006,SLC,56864
pigeon-peas,Producer Price (SLC/tonne),2007,2007,SLC,63206
pigeon-peas,Producer Price (SLC/tonne),2008,2008,SLC,81602.9
pigeon-peas,Producer Price (SLC/tonne),2009,2009,SLC,122215
pigeon-peas,Producer Price (SLC/tonne),2010,2010,SLC,122210
pigeon-peas,Producer Price (SLC/tonne),2011,2011,SLC,80000
pigeon-peas,Producer Price (SLC/tonne),2012,2012,SLC,88000.5
pigeon-peas,Producer Price (SLC/tonne),2013,2013,SLC,76000
pigeon-peas,Producer Price (SLC/tonne),2014,2014,SLC,76912
pigeon-peas,Producer Price (SLC/tonne),2015,2015,SLC,77835
pigeon-peas,Producer Price (SLC/tonne),2016,2016,SLC,91945.1
pigeon-peas,Producer Price (SLC/tonne),2017,2017,SLC,95094.3
pigeon-peas,Producer Price (USD/tonne),1992,1992,USD,237.8
pigeon-peas,Producer Price (USD/tonne),1996,1996,USD,716.7
pigeon-peas,Producer Price (USD/tonne),1997,1997,USD,258.6
pigeon-peas,Producer Price (USD/tonne),1998,1998,USD,303.1
pigeon-peas,Producer Price (USD/tonne),1999,1999,USD,293.1
pigeon-peas,Producer Price (USD/tonne),2000,2000,USD,295.4
pigeon-peas,Producer Price (USD/tonne),2001,2001,USD,293.5
pigeon-peas,Producer Price (USD/tonne),2002,2002,USD,475.1
pigeon-peas,Producer Price (USD/tonne),2003,2003,USD,397.9
pigeon-peas,Producer Price (USD/tonne),2004,2004,USD,712.1
pigeon-peas,Producer Price (USD/tonne),2005,2005,USD,773.2
pigeon-peas,Producer Price (USD/tonne),2006,2006,USD,781.6
pigeon-peas,Producer Price (USD/tonne),2007,2007,USD,951.7
pigeon-peas,Producer Price (USD/tonne),2008,2008,USD,1169.7
pigeon-peas,Producer Price (USD/tonne),2009,2009,USD,1575.5
pigeon-peas,Producer Price (USD/tonne),2010,2010,USD,1668.1
pigeon-peas,Producer Price (USD/tonne),2011,2011,USD,1080.8
pigeon-peas,Producer Price (USD/tonne),2012,2012,USD,1032.6
pigeon-peas,Producer Price (USD/tonne),2013,2013,USD,816.5
pigeon-peas,Producer Price (USD/tonne),2014,2014,USD,788.4
pigeon-peas,Producer Price (USD/tonne),2015,2015,USD,760.1
pigeon-peas,Producer Price (USD/tonne),2016,2016,USD,856.2
pigeon-peas,Producer Price (USD/tonne),2017,2017,USD,909.9
pigeon-peas,Producer Price Index (2014-2016 = 100),1991,1991,,14.77
pigeon-peas,Producer Price Index (2014-2016 = 100),1992,1992,,12.36
pigeon-peas,Producer Price Index (2014-2016 = 100),1993,1993,,21.62
pigeon-peas,Producer Price Index (2014-2016 = 100),1994,1994,,30.88
pigeon-peas,Producer Price Index (2014-2016 = 100),1995,1995,,40.15
pigeon-peas,Producer Price Index (2014-2016 = 100),1996,1996,,49.41
pigeon-peas,Producer Price Index (2014-2016 = 100),1997,1997,,18.24
pigeon-peas,Producer Price Index (2014-2016 = 100),1998,1998,,24.32
pigeon-peas,Producer Price Index (2014-2016 = 100),1999,1999,,24.32
pigeon-peas,Producer Price Index (2014-2016 = 100),2000,2000,,25.54
pigeon-peas,Producer Price Index (2014-2016 = 100),2001,2001,,26.75
pigeon-peas,Producer Price Index (2014-2016 = 100),2002,2002,,45
pigeon-peas,Producer Price Index (2014-2016 = 100),2003,2003,,36.85
pigeon-peas,Producer Price Index (2014-2016 = 100),2004,2004,,63.8
pigeon-peas,Producer Price Index (2014-2016 = 100),2005,2005,,67.1
pigeon-peas,Producer Price Index (2014-2016 = 100),2006,2006,,69.15
pigeon-peas,Producer Price Index (2014-2016 = 100),2007,2007,,76.86
pigeon-peas,Producer Price Index (2014-2016 = 100),2008,2008,,99.24
pigeon-peas,Producer Price Index (2014-2016 = 100),2009,2009,,148.62
pigeon-peas,Producer Price Index (2014-2016 = 100),2010,2010,,148.62
pigeon-peas,Producer Price Index (2014-2016 = 100),2011,2011,,97.29
pigeon-peas,Producer Price Index (2014-2016 = 100),2012,2012,,107.02
pigeon-peas,Producer Price Index (2014-2016 = 100),2013,2013,,92.42
pigeon-peas,Producer Price Index (2014-2016 = 100),2014,2014,,93.53
pigeon-peas,Producer Price Index (2014-2016 = 100),2015,2015,,94.65
pigeon-peas,Producer Price Index (2014-2016 = 100),2016,2016,,111.81
pigeon-peas,Producer Price Index (2014-2016 = 100),2017,2017,,115.64
pigeon-peas,Producer Price Index (2014-2016 = 100),2018,2018,,123.92
pigeon-peas,Producer Price Index (2014-2016 = 100),2019,2019,,123.9
pigeon-peas,Producer Price Index (2014-2016 = 100),2020,2020,,123.8
pigeon-peas,Producer Price Index (2014-2016 = 100),2021,2021,,123.83
pigeon-peas,Producer Price Index (2014-2016 = 100),2022,2022,,123.71
